,title,description,app_id,category
107,MOJO Pizza - Order Pizza Online | Pizza Delivery,"You can order pizzas online and get Pizzas With
2X Toppings
delivered right to your doorstep. :)
So what’s special?
- well it’s quite simple really. WE. LOVE. PIZZAS. And what we love most about our Pizzas are the utterly delicious toppings. That got us thinking - are 'Pizza Toppings’ an endangered species? We could see them disappearing from other pizzas! Why? We don't know yet, but we had to fix it! We worked hard to make our own pizzas: with double the Toppings & overflowing cheese. Just how we love them, we bet you will too!
Every time you order a pizza online from MOJO Pizza, you’ll get a truly magical pizza, that’s made from a wholesome crust, hand rolled with love, overflowing with cheese and absolutely filled with toppings. And we would deliver it pipin’ hot right to your doorstep.
Buy any MOJO pizza online to get the best pizza experience. At MOJO Pizza, we believe in putting all our energies into crafting one thing in the best possible way. That’s why all our pizzas come in Big 10-inch size. The MOJO Pizza delivery app is fast, easy to use, and convenient. Now, order pizzas online anytime, anywhere. You can choose your MOJO from a collection of Legend & Feast pizzas with an exotic range of appetizers.
MOJO Pizza makes online food ordering and food delivery an awesome experience. Order pizzas online on our app in a snap. You can also order through Zomato and Foodpanda and relish every bite of our appetising pizza range. What’s more, MOJO Pizza also has late night delivery till 1 AM. Download the MOJO Pizza delivery app to order food online without any hassles.
What makes MOJO Pizza the ultimate online ordering & pizza delivery destination:
Order pizzas online with just a few taps. With the MOJO Pizza delivery app, ordering your favourite pizzas online is just a few taps away. The easy-to-use app and clean UI makes ordering pizzas online an awesome experience.
2X Toppings
- MOJO Pizza promises to load each pizza with 2X Toppings and overflowing cheese. Just one try and you’ll never order from anywhere else.
One size, Done well
- At MOJO Pizza, we offer only one size: a Big 10-inch pizza. We believe in putting all our energies into crafting the best pizza that we possibly can.
Lightning Fast Delivery
- Friends coming over? Don’t worry. Simply order food online from the MOJO Pizza delivery app and pipin' hot pizzas will be yours in a jiffy. Our pizza delivery timing is as awesome as our pizzas.
You can also order food online through Zomato and Foodpanda or simply download the MOJO Pizza delivery app for the best offers and coupon codes.
At present, MOJO Pizza is delivering across selected locations in Mumbai, Pune, Bangalore, Delhi and Gurgaon, taking online food orders throughout the day. You can order food online and schedule the delivery at a later time as well.
Be it at 1 PM or 1 AM, MOJO Pizza is going to ensure that your pizza is delivered to you on time. What’s more? You can take advantage of the amazing pizza delivery offers that MOJO Pizza comes up with on the App.
Online food order & Pizza delivery has been made easier with the MOJO Pizza delivery app. Just a few taps on the screen and your Pizza With 2X Toppings will get delivered. All you need to do is, sit back, relax and let MOJO Pizza take care of your pizza delivery.",com.mojopizza,['FOOD_AND_DRINK']
108,Alibaba.com - Leading online B2B Trade Marketplace,"The Alibaba.com app is a leading wholesale mobile marketplace for global trade. Buy products from suppliers around the world, all from the convenience of your mobile device.
Buy & Pay with confidence
Alibaba Trade Assurance fully covers your purchases when suppliers do not meet the product quality and delivery schedule specified in the agreed contract.
Customized products
Suppliers have years of experience in customizing products, fulfilling the demands from sellers on Amazon, eBay, wish, etsy, mercari, lazada, etc.
Easy sourcing
Browse millions of products from industry-wide categories. Post Request for Quotations (RFQs) and receive price quotes quickly.
Fast shipping
Alibaba partners with major freight forwarders to provide sea, air & land shipping solutions with on time delivery , tracking information and fair pricing.
Popular Categories
Alibaba.com covers a wide range of popular categories including hot and trending consumer products, also features industrial and raw materials categories
Product quality under control
Chose Alibaba.com's Inspection Service, making sure orders meet the quality standards specified in your contract.
Discount & Promotions
Pick the best deals from factories offering discounts and promotions.
Stay in the loop
Buyers on the Alibaba.com app can follow their favorite suppliers to stay up to date on new products and promotions.
Languages & currencies supported
Alibaba.com supports 16 popular languages and 140 more local currencies.
Now you can use Alibaba Real-time Translator to communicate with sellers in mother tongue.",com.alibaba.intl.android.apps.poseidon,['SHOPPING']
109,UTS,"UTS on mobile app is an Indian Railways official android mobile ticketing app to book unreserved train tickets.
Who can use utsonmobile application?
The service is not available to a person under the age of Seventeen or previously suspended or removed from the services by Indian Railway.
By accepting the Terms & Conditions or by otherwise using the Service or the website, it would be deemed that the concerned person is at least Seventeen years of age and have not been previously suspended or removed from the Services by Indian Railway. The Person represents and warrants that he has the right, authority, and capacity to enter into this Agreement and to abide by all of the terms and conditions of this Agreement. The person shall not impersonate any other person or entity, or falsely state or otherwise misrepresent identity, age or affiliation with any other person or entity.
Pre-requisites to avail the utsonmobile app service: 
Presently, utsonmobile app is available in Android, Windows & iOS versions.  
The Smartphone should have good GPRS connectivity.  
In order to avail paperless mode of tickets, the Smartphone should be GPS enabled.
Registration Process:
User Registration for availing the above services can be done through the utsonmobile app or the website (https://www.utsonmobile.indianrail.gov.in).
The passenger needs to provide information like Mobile Number, Name, Password, Gender, Date of Birth for the one time registration process.
The mobile application would send an OTP to the mobile number specified against the USER ID field to ensure the validity of the mobile number. After successful registration, an SMS will be sent informing the user about the successful registration. A zero-balance R-Wallet account would be activated.
Login Process:
After the registration, the passenger needs to enter the credentials in the login page for entering into the utsonmobile app.
Services offered by utsonmobile app:
1. Book Ticket:
Normal Booking(Journey and Return tickets)
Quick Booking (Journey and Return tickets) 
Platform Ticket 
Season Ticket 
QR Booking (Platform Tickets, Journey and Return Tickets)
2. Cancellation of Ticket :-
Paper Ticket with booking amount greater then cancellation charges can be cancelled using utsonmobile app before printing of ticket. Cancellation of Paperless Ticket is not allowed.
3. Booking History
4. R-Wallet:
R-Wallet Balance 
Recharge R-Wallet
History 
Surrender R-Wallet
5. Profile:
Change city 
Change Frequent travel Route 
Change Journey Details 
Change Password 
Change Handset Request 
Change Personal Details 
Sync Ticket
6. Show Booked Ticket:
Using 'show ticket' feature the ticket can be showed to the TTE(Travelling Ticket Examiner) or TC. Off-line mode is also available to show the paperless ticket if Internet connection not available in the mobile.
Note:-
Paperless ticket booking(Book and Travel) is not allowed inside train or within station premises to avoid ticket booking just by seeing TTE(Travelling Ticket Examiner) or TC.
For booking of paperless ticket user should be away from Station premises/Railway track.
For Paper Ticket(Book and Print) mode of booking, It is mandatory to take printout of the ticket from ATVM/CoTVM kiosks or General Booking counters at station before boarding the Train.",com.cris.utsmobile,['TRAVEL_AND_LOCAL']
110,fliTrack,fliTrack is a Tracking System for Android Mobile app,com.vts.flitrack.vts,['TRAVEL_AND_LOCAL']
111,Grofers-grocery delivered safely with SuperSavings,"Save more with Grofers! Get guaranteed lowest prices on all your supermarket shopping; home delivered in Delhi, Gurgaon, Bengaluru, Mumbai and 21+ cities across India.
Grofers is your low price online store where you get the latest products from Patanjali, Aashirvaad, Saffola, Fortune, Nestle, Amul, Mother Dairy, Pepsi, Colgate, Dabur, Surf Excel, Maggi, Vim, Haldiram's and Pampers amongst other leading brands.
Shop online for grocery, fruits & vegetables, beauty & wellness, personal care, household care, diapers & baby care, pet care, meats and seafood and get them delivered to your doorstep at the lowest prices.
# Choose from over 5,000 products at prices lower than supermarkets, every day!
# Schedule delivery as per your convenience.
App Features:
# Lowest prices guaranteed on all your groceries. Else we refund the difference. *
# 100% return and exchange policy: Not happy with the product? Return it at the time of delivery, no questions asked.
# Multiple Payment Options: Sodexo, COD, credit & debit cards, net banking, wallet (Paytm, MobiKwik)
# Easy search options: You can search in 6 regional languages.
# Offers: You'll never miss a chance to save. Get alerts every time we have a special offer running!
# Grofers Cash: Get instant refunds through Grofers Cash. Use it for your next purchase or transfer it back to the original payment source.
# In-app Support: Help is just a click away. Now get instant support on the status of your order, or any issues related to payments and refunds.
Suggestions are always welcome. Drop us a line at info@grofers.com.
“GROFERS” is owned & managed by ‘Grofers India Private Limited’ and is not related, linked or interconnected in whatsoever manner or nature, to “GROFFR.COM”, a real estate services business operated by ‘Redstone Consultancy Services Private Limited’.
*​Terms ​and Conditions apply",com.grofers.customerapp,['SHOPPING']
112,Housejoy-Trusted Home Services,"At Housejoy, we provide you with a variety of at-home services that simplify your everyday living. You can book a wide range of services from home construction to home maintenance, salon-at-home to home cleaning and appliance repairs delivered by well-qualified professionals from anywhere, anytime across 6 Indian cities.
Housejoy home services are available in Bangalore, Hyderabad, Chennai, Delhi, Mumbai, Pune.
Why Housejoy?
- Easy & Quick to book
- Highest Quality Standard
- Hassle-Free Experience
- On-Time Arrival & Delivery
- Certified, Background-Verified experts
- Guaranteed quality of service
- Transparent and affordable pricing
- Trusted by over 2,000,000 Indians!
- Caters to everything from Salon-at-Home Services to Home Construction & Maintenance
Construction Services: Your dream home needs excellent craftsmanship, and who better to give it life than our Top-Class home construction team! On-Time Project Delivery and a Hassle-Free Experience from Plan Approval to Handover Guaranteed.
Renovation Services: Reinvent your home with our Top-Grade Renovation Services. Book renovation services for any part of the house ranging from bathroom to kitchen. Hassle-Free Experience Guaranteed from Plan to Handover.
Interior Services: Spruce up your living space with our All-New Housejoy Interior Design. Whether you have a 1BHK or a villa, our expertise and High Quality Standard leaves you with a Hassle-Free Experience from Design to Handover.
Salon at home
Our trained beauty experts use top of the line products and provide a range of beauty services like waxing, threading, massage, pedicure/manicure, hair cutting and colouring etc. at the comfort of your home. We also offer a range of beauty packages for skin care, hair care and other beauty services.
Home Cleaning Services
A range of home cleaning packages to suit your needs. You can order for bathroom, bedroom, kitchen deep cleaning, furniture and furnishing cleaning, floor scrubbing and polishing services as well as an all-inclusive Full Home Deep Cleaning.
Appliance Repair & Service at Home
Housejoy appliance repair experts will examine and repair your home appliances in no time. We undertake AC repair and servicing, washing machine repair jobs, TV repairs, Refrigerators repair, Chimney & Hob repair etc.
Painting Services
Book interior or exterior house painting jobs for homes of all sizes starting at just Rs.7/sq feet.
Pest Control Services at Home
Choose from a set of pest control services like Cockroach control, Rat Control, Ant Control, Termite Control, General pest control etc.
Plumbing Services at Home
Find professional and trained plumbers for all your plumbing troubles like leaking pipes, dripping faucets, bathroom fittings, toilet and sanitary work etc.
Electrical repair services at home
We offer electrical services at home for fitting and removing fans, switchboard installation and replacement, circuit fault finding, all kinds of wiring works, tube lights & other lights fitting and removal etc.
Carpentry Work at Home
Book skilled carpentry services from the app to solve all your furniture installation, assembly and repair problems.
Computer Repair Service at Home
Our efficient and well-qualified laptop & desktop repair engineers will take care of issues like overheating, display issues, speaker issues, screen damage, data recovery, power issues, etc.
Packers & Movers Services
Moving to a new house? We’re a one-stop-shop for all your end-to-end relocation needs - packing, moving, unpacking, cleaning, painting, plumbing, electrical help and the list goes on.
Massages for Men at Home
Need to destress at home? Our qualified therapists will come right to your doorstep! The use of aromatic massage candles will guarantee a rejuvenating experience.
Used, trusted and appreciated by over 1,500,000 happy customers, download the Housejoy App for all your home service needs now
If you have any complaints /suggestions, please write to us at complaints@housejoy.in",com.housejoy.consumer.activity,['HOUSE_AND_HOME']
113,"JD -Search, Shop, Travel, Food, Live TV, News","Search for Anything, Anytime, Anywhere using JD App by Justdial, India’s No. 1 Local Search Engine. You can chat with businesses, get phone numbers, addresses, learn of best deals, latest reviews and ratings for all businesses instantly.
The JD App works as a one stop solution for all your daily needs - whether it is to get information about movies in cinemas or theaters your area, restaurants next door, hotels, doctors, electronics stores, taxi services, florists, airlines, resorts, real estate or as simple as the nearest ATM, Justdial has it all. Above all, the millions of ratings and reviews posted on Justdial by the users will help you make an informed decision.
Not only search, now you can compare prices from multiple online partners on Justdial. You can book a table at your favorite restaurant, order food online, book an appointment with your doctor, pay mobile bills / recharge your DTH service, book a hotel room for your travel, book a car test drive and do much more in just a few clicks.
You can enjoy some of  the amazing features listed below when you download the JD App:
* Get popular choices of Restaurants, Movies, Doctors, Chemists, Hotels, Taxi Services, Car Rentals, Repair Services and much more.
* JD Verified stamp and user ratings help you choose the best businesses.
* View photos and videos of business listings..
* BOT - Ask anything and our JaDoo BOT shall help you with it.
* Auto detection of your current location with the help of GPS.
* Close proximity search through the NEAR ME feature.
* Sort your search results by attributes like ratings, distance or popularity.
* Get directions through the interactive JD Map.
* Get business information (phone number, address, ratings) through SMS and Email.
* Call any business by just one tap.
* View hours of operation of business listings.
* Get some of the BEST DEALS as several vendors compete for your requirement.
* Add businesses to your list of favorites for ease of use.
* Transact with your favorite businesses in few clicks.
* Add your business listing FREE of charge.
* Rate and review businesses you avail services from.
* Browse through JD Social for all the breaking and trending news and watch all your favourite channels through the option of live streaming.
* Cricket Scores
Transactions available: Order Food, Book a Table, Book a Doctor's Appointment, Cab booking, Air Ticketing, Bus Ticketing, Hotel Reservation, Grocery Shopping, Book a Car Test Drive, Order Medicine, Order Flowers, AC Repair Services, Online Shopping and Bill Payments / Recharge.
Go ahead and download the JD App today and get your Phone to do much more than just call, chat and play!",com.justdial.search,['TRAVEL_AND_LOCAL']
114,AM Needs,"Get MILMA milk & dairy products, safe-to-eat vegetables from Hortricorp & VFPCK, and other essentials delivered home between 5 am and 7:30 am daily.",com.amneeds.amneeds,['FOOD_AND_DRINK']
115,AP Volunteer,"YSR Navasakam survey is a flagship program started by Government of Andhra pradesh, to find the beneficiary for various schemes.Gram/Ward volunteer are the key people involved in the  YSR Navasakam program to feed the gathered information to Navasakam portal.",in.apcfss.sw.navasakam.volunteer,['HOUSE_AND_HOME']
116,"IRCTC Train PNR Status, NTES Rail Running Status","Official IRCTC partner
app for train ticket booking, tatkal booking of special trains and to see where is your train.
Trusted by over 15 Crore Indians, ixigo trains is your all-in-one travel app. Seamlessly book IRCTC train tickets, check your
PNR status
, get to know your live NTES
running status
for where is my train, even
without the internet
.
You can also get to know the chances of your PNR confirmation, know your platform and coach position, live train status, view seat maps and enjoy uninterrupted entertainment on your journey with low network connectivity.
Now you can also get instant refunds via UPI and pay Rs.0 service charge on 1st train booking.
What’s more is that you can book trains, buses, flights, hotels & cabs - all from this one app.
The ixigo trains app has also been awarded #1 “Made in India” app by Google.
PNR STATUS & PREDICTION
- Do a PNR status check any time to know whether your Indian Railways seat is confirmed or not.
- Get PNR predictions to know the chances of ticket confirmation, before and after your booking.
- Automated PNR status updates.
TRAIN SEAT AVAILABILITY
- Check IRCTC train ticket and seat availability
- Do an Indian Railway enquiry to get train time table
TRAIN RUNNING STATUS & ALARMS
- Check live where is my train running status for over 5000+ trains running under the Indian Railways
- Know where your train has reached offline without internet
LOCAL TRAINS & METRO LINES
- Get information about Delhi Metro, Mumbai Local Trains, Kolkata Metro, Hyderabad Local Trains, Chennai Local Trains, Pune Local Trains, Jaipur Metro, Bengaluru Metro, Lucknow Metro, Kochi Metro
KNOW REAL TIME ANSWERS FOR
- Where is my train?
- When will my train reach the station?
- Will my PNR confirm or not?
- Which platform will my train come on?
TRAVEL BOOKINGS
Flight: Book Cheapest flights and get Free cancellation starting @ Rs.399 only. Get all Indigo, SpiceJet, Vistara, GoAir, Air India flights.
Buses: Book APSRTC, UPSRTC & other private and SRTC buses on ixigo & Save upto Rs.500. Use Code BUS500
Hotel: Get free cancellation, pay @ hotel & free breakfast on over 1,000,000 hotels
INDIAN RAILWAYS INFORMATION
- See train timetable for all Indian rail passenger and express trains.
- Calculate exactly how much refund you are eligible for on ticket cancellation with the help of the Refund Calculator feature.
- Explore seat/berth maps to find convenient seats.
- Major Indian rail trains covered: Shatabdi Express, Rajdhani, Duronto Express, Garib Rath, Jan Shatabdi, Inter-city, Superfast Trains, etc.
SWITCH TO YOUR OWN LANGUAGE
- Now browse the ixigo trains app in Hindi, Marathi, Gujarati, Bengali, Telugu, Tamil or Kannada
- Get to know live train status, PNR status update, railway enquiry, seat availability, all in your own language.
GET YOUR TRAVEL ENTERTAINMENT FIX IN ONE PLACE
- Read all current and breaking news even without the internet.
- Watch latest videos, play trending games and listen to the radio while you are on your train journey.
OTHER APP FEATURES
- Save IRCTC train routes for offline use.
Disclaimer: This app is an official IRCTC partner, and also relies on public information available on 3rd party websites that you choose to access, at will, through the app. By using it, you are responsible for any legal implications that may arise from such usage.  Indian Railways, IRCTC and NTES apps are other apps you can use.
PERMISSIONS
1) Location permission: We seek this permission to show a more accurate train running status to you.
2) SMS read permission: We seek this permission to help you complete your transaction smoothly.
Feedback form: https://bit.ly/2JchRPv",com.ixigo.train.ixitrain,['TRAVEL_AND_LOCAL']
117,Amazon Prime Now,"2 hour delivery of groceries, electronics, home & kitchen essentials and more
Available in various pin codes across Bengaluru, Delhi-NCR, Mumbai & Hyderabad
Up to 50% Off Daily Essential - Powered by BigBazaar, Spar, More & Local Supermarkets
Convenience is just a tap away:
Shop online on the Amazon Prime Now app to get grocery & other daily essentials delivered to your doorstep within 2 hours. Now you don’t need to carry heavy grocery shopping bags around!
Daily essentials delivered on your schedule:
Get 2 hour Express Delivery. With Amazon’s fast & reliable delivery, you know your grocery will reach you on time! You can also choose to get scheduled delivery in any 2 hour slot between 10 am & 10 pm, on the same or the next day.
Save big every day:
Get exclusive deals on the best products. As part of our launch promotions you can get cashbacks on your 1st order! This is in addition to all the fabulous discounts that our sellers have on offer everyday.
Your one stop online shop from electronics to groceries
Your favorite neighborhood grocery shops are now selling online on the Amazon Prime Now app. Why visit multiple stores to get all the items in your grocery list when you can relax at home & shop online using Amazon Prime Now!
Some of the stores available for online grocery shopping on the app-
• Big Bazaar
• More MegaStore
• Spar Hypermarket
• Now Store
• Local Supermarkets
All the products you want
With the Amazon Prime Now online shopping app, you get thousands of daily items - fresh vegetables, fruits, bread, egg & dairy items, cooking essentials, personal care essentials, snacks & beverages, easy meals & mixes, chocolates, pastas & noodles, household supplies, healthcare essentials, baby care, make-up, beauty & gourmet products, electronic items & home & kitchen essentials delivered to you within hours!
We have a wide selection of all the brands you love to shop for, including products from Patanjali, Nestle Maggi, Surf Excel, Haldiram, Dove, Aashirvaad, Golden Harvest, Nandini, Kelloggs, Britannia, MTR & many more. So however unique your grocery list might be there is a good chance you will find your favorite brand on Amazon Prime Now.
Easy returns & refunds
All of this is backed with the peace of mind that comes from Amazon’s trusted return policy. At the time of delivery you can reject items that are no longer wanted or not as expected. You can also claim a full refund on expired or defective products at any time within 10 days of delivery.
Important Note:
The Amazon Prime Now Grocery Shopping app is currently available in select pin codes across Bengaluru, Delhi-NCR, Mumbai & Hyderabad.",com.amazon.anow,['SHOPPING']
118,Home Design 3D,"With Home Design 3D, designing and remodeling your house in 3D has never been so quick and intuitive!
Accessible to everyone, Home Design 3D is the reference interior design application for a professional result at your fingertips!
Build your multi-story house now!
Unlimited number of floors with GOLD PLUS version (depends on your device's capacity).
CREATE, DESIGN, FURNISH AND DECORATE EASILY YOUR HOME AND SHARE IT WITH A COMMUNITY OF MORE THAN 35 MILLION OF USERS WORLDWIDE!
Whether you want to decorate, design or create the house of your dreams, Home Design 3D is the perfect app for you:
1.DESIGN YOUR FLOORPLAN
- In 2D and 3D, draw your plot, rooms, dividers
- Change the height or the thickness of the walls, create corners
- Add doors and windows  with fully-resizable pieces of joinery
2. FURNISH AND DECORATE
- Design and decorate both the interior and outdoor of your home
- Make your choice from over a thousand of pieces of furniture and accessories, customize your decoration and express your style, from the most classical to the trendiest!
- Edit any object, by changing its size, color, position and altitude on the walls
- Duplicate your favorite items thanks to the copy/paste function
- Use the undo/redo feature at anytime if you want to go back
- Use the eye dropper to find an existing color in the plan
- You can also import picture as texture and apply them everywhere
3. VISUALIZE AND VISIT YOUR CREATION
- Visit your creation in real-time 3D as if you were inside it thanks to our brand new photo-realistic 3D rendering
- Discover your home, your outdoor and even your neighborhood
- Admire the result day and night, the compass function will show you where exactly the light will fall at different times of the day
4. IMPORT/EXPORT AND SHARE
- Import any plan and display it on the background of the project
- Export and continue your projects on your other devices thanks to the cross-platform compatibility
- Share your projects via e-mail, Dropbox, OneDrive and many more file hosting services!
- Share your best creations  with the Home Design 3D community on www.homedesign3d.net!
No internet connection required
Illustrated tutorial available
Calling all professionals! We can make it possible to see your products in Home Design 3D, or develop a unique version of the app for your needs. Contact us at pro@anuman-interactive.com
_________________________________________
Follow us on Twitter @homedesign3d
Join us on facebook.com/homedesign3d
Get inspired on our Pinterest boards/homedesign3d/
Follow us on Instagram @homedesign3d_off",fr.anuman.HomeDesign3D,['HOUSE_AND_HOME']
119,AstroTalk Free Astrology Predictions by Astrologer,"Astrotalk provides Astrology Predictions has the 500+ Top Astrologers of India, available to serve users with their love, relationship, and marriage related problems.
Users can consult an Astrologer online from the comfort of their home and enjoy best astrology predictions using Vedic Astrology, Hindu Astrology, Indian Astrology, Nadi Astrology, Tarot Card, KP Astrology, Prashna Chart and Lal Kitab Astrology.
Users can consult an Astrologer in one of the following ways:
Talk to Astrologer - You can recharge your wallet and start a live call with any Astrologer you like and speak to them over a telephonic call. Consultation with an experienced Astrologer can be very healthy and can help you get over your life troubles. We also share the planetary positions (Rahu, Ketu, Jupiter, Mars, Venus, Sun, Moon, Mercury, Saturn) to justify our answers.
Chat with Astrologer - You can live chat with any astrologer of your choice and ask as many questions as you want. It is very convenient and can be done from office, traveling or home.
AstroTalk verifies the astrologer by making them go through multiple interviews and case studies. The hired ones are very professional and answer the query with the most accurate astrological predictions. They also undergo a rigorous training session in order to provide the best customer experience possible.
Astrology app is only good if the quality of prediction is good and we ensure we hire the best of astrologers from India to provide the most accurate predictions. We try to do the best we can to ensure this.
AstroTalk - Online Astrology Predictions! You can ask any of these questions:
- When will I get married?
- When will I get into a relationship?
- Will my ex come back to my life?
- Can I get married to my boyfriend?
- I am manglik. What should I do?
- Will I have love or arrange marriage?
- When will I get a job?
- When will I get to change my job?
- When will I get promoted?
- Can I settle abroad?
- When will I become a parent?
- What is the best name for my newborn child?
- Will I child do well in studies?
- Will I have any health issues in the future?
- I am not getting results in life as per my efforts? What remedies should I do?
- Can I get an online Puja done to get over my issues?
- Will I ever become famous?
- When can I acquire good wealth?
- When can I buy a car?
- When will I buy my own house?
- Which line should I start my business?
- Best muharat for a new beginning of a business?
- What should I name my business as per Numerology?",com.astrotalk,['LIFESTYLE']
120,CSMCL Online,This is an official app by CSMCL for home delivey of Liquor. This app allows residents of Chhattisgarh State to register and order home delivery of Liquor. Sharab drink wine daru daaru delivered at your door step through online order system.,in.medialab.csmcl,['FOOD_AND_DRINK']
121,Ottomate,Ottomate app is used to control & manage Ottomate's home appliances,com.ottomate.ottohome,['HOUSE_AND_HOME']
122,"Bumble - Dating, Friends & Business","Date virtually from home
More than 100 million people have registered on Bumble to create
meaningful relationships, find online friends and make purposeful connections
. Bumble is a dating app that allows you to make new connections, whether you’re looking for a partner, to make new friends, or to expand your professional network.
Making the first move on Bumble could change your life!
DISCOVER OUR AMAZING FEATURES
- Top Filters: Find your right date or next BFF and get an unforgettable first online encounter
- SuperSwipe: See someone you really like? Send a SuperSwipe to get their attention
- Spotlight: Get more visibility by putting yourself at the top of the stack for 30 minutes
- Travel: Match with amazing people around the world without leaving your home
CHANGING THE RULES OF THE GAME
Continue to enjoy dating as you’ve always done, finding love or friends is as easy as pie on Bumble, but women always make the first move.
- Bumble is a free dating app to download and use based on respect, equality and inclusion
- On Heterosexual matches, women have 24h to start a chat and men have 24h to respond
- Other matches have 24h to start a chat or reply before the match expires
- We offer the possibility to meet people in different fields with our 3 modes, Date, BFF and Bizz
WE’RE NOT JUST FOR DATING ANYMORE
We’re the first app that combines the possibility to date, flirt or find your new boyfriend or girlfriend, meet new friends and make professional connections in one single app.
- Use Video Chat to make or respond to a first move and to know your matches better
- Send your videos and favourite pictures while you are chatting with new people
- Hide your profile with the Snooze Mode for as long as you want (you’ll still keep all your matches!)
- Link your Spotify and Instagram account to make friends and get more dates
BOOST YOUR DATES WITH BUMBLE PREMIUM
-  See everyone who has right-swiped you (your Beeline)
-  Extend your matches by 24 hours
-  Rematch with expired connections
-  Unlock SuperSwipe, Spotlight and Travel to make the most of your profile
THE BUZZ IS REAL
Bumble is much more than just a dating app, enter the truly inclusive dating community, discover single people who are looking for the same thing as you and find that ideal partner who will make you vibrate. This is our commitment to our core values:
- We believe healthy relationships are fundamental to living a productive and positive life.
- We fight against old-fashioned heterosexual relationship habits, women always take the first step.
- We've reformed the rules of the game to change the dynamics of dating.
---
Bumble is free to download and use and always will be! However, we also offer an optional subscription package (Bumble Boost) and non-subscription, single and multi-use paid features (BumbleCoins).
https://bumble.com/en/privacy
https://bumble.com/en/terms",com.bumble.app,['LIFESTYLE']
123,Amazon Alexa,"Use the Amazon Alexa App to set up your Alexa-enabled devices, listen to music, create shopping lists, get news updates, and much more. The more you use Alexa, the more she adapts to your voice, vocabulary, and personal preferences.
DISCOVER MORE
• Get more out of your Echo device through personalized feature recommendations from Alexa
• Discover and enable recommended Alexa skills
• Pick up where you left off directly from the home feed with lists, shopping, or recently played Music and Books
MANAGE YOUR DEVICES
• Set up your Alexa-enabled devices, control or check status of your compatible smart lights, locks and thermostats at home or on the go
• Create routines to automate your smart home devices
MUSIC & BOOKS
• Connect to music services like Amazon Music, Pandora, Spotify, TuneIn, and iHeartRadio. Choose a song or playlist and listen on your Alexa-enabled devices
• Create speaker groups to play music across your compatible Echo devices for multi-room music
ORGANIZE YOUR DAY
• View and edit shopping and to-do lists on the go, get weather and news updates, manage timers and alarms, and more
STAY CONNECTED
• Use Drop In from your app to connect instantly with your compatible Echo devices, like a two-way intercom
• Call or message supported Alexa-enabled devices, at no additional cost",com.amazon.dee.app,['LIFESTYLE']
